ID,Price
0,20558.744
1,37613.984
2,16376.613
3,8156.5312
4,28893.098
5,16335.691
6,20505.525
7,29820.826
8,40050.723
9,13972.1455
10,18886.705
11,16067.773
12,30399.2
13,18637.47
14,35254.7
15,8408.715
16,31607.701
17,33503.242
18,19144.87
19,17696.05
20,7264.394
21,21760.836
22,14776.223
23,17226.135
24,34048.562
25,17905.246
26,24353.453
27,30108.203
28,21055.17
29,27295.236
30,19840.121
31,36887.992
32,15544.138
33,26432.162
34,19915.281
35,15573.454
36,19735.95
37,38088.867
38,42535.582
39,36223.86
40,15835.843
41,14968.413
42,25473.906
43,41890.574
44,38814.457
45,16690.637
46,24692.043
47,20798.365
48,18886.705
49,15362.386
50,13382.062
51,18229.158
52,17671.7
53,14284.001
54,28379.285
55,16341.988
56,11493.381
57,18067.438
58,15301.602
59,18886.705
60,6974.709
61,17683.822
62,21708.098
63,19130.566
64,5925.5205
65,16291.895
66,16853.258
67,8544.45
68,18024.326
69,14179.264
70,15591.108
71,32104.879
72,28605.127
73,45747.13
74,14023.03
75,5945.657
76,7492.89
77,11880.079
78,11120.549
79,10819.362
80,35572.133
81,15804.765
82,17019.324
83,15989.629
84,14968.413
85,14185.485
86,32104.879
87,13579.903
88,10389.446
89,28242.004
90,29545.371
91,34135.9
92,14763.122
93,25272.057
94,28659.805
95,18024.326
96,12207.094
97,9634.196
98,29863.168
99,21853.256
100,23580.549
101,6411.223
102,28290.11
103,22017.54
104,17948.918
105,30108.203
106,20041.225
107,30570.918
108,43601.59
109,19990.83
110,12525.483
111,7217.0435
112,19840.121
113,10202.453
114,15352.797
115,9804.02
116,16788.842
117,10078.127
118,8416.318
119,16223.026
120,7069.733
121,34135.9
122,9906.169
123,15864.853
124,8692.768
125,16335.691
126,26165.428
127,13621.0625
128,25881.646
129,14958.743
130,21569.36
131,23054.646
132,34135.9
133,11574.197
134,12177.175
135,32553.568
136,15264.8545
137,29545.371
138,13959.426
139,33503.242
140,16341.988
141,45772.332
142,30515.994
143,44658.3
144,11880.079
145,22875.688
146,26193.049
147,14193.009
148,31214.23
149,23790.99
150,21531.682
151,20695.434
152,23342.53
153,12158.029
154,16638.451
155,26788.928
156,32045.977
157,42081.793
158,13860.134
159,20511.615
160,18024.326
161,15372.893
162,16915.186
163,6748.853
164,16539.686
165,16842.516
166,11768.889
167,23941.053
168,26512.771
169,20201.023
170,31214.23
171,21840.365
172,13132.436
173,27259.348
174,8914.398
175,18300.938
176,22711.33
177,19420.744
178,16893.969
179,34868.023
180,7320.276
181,19915.281
182,16217.072
183,15628.39
184,17683.822
185,18548.732
186,18224.53
187,25271.666
188,10838.604
189,17819.438
190,34972.55
191,10819.177
192,10597.396
193,14422.966
194,39256.664
195,12387.219
196,17683.822
197,15154.638
198,14619.919
199,19144.87
200,11347.393
201,19303.404
202,14902.433
203,27581.904
204,27894.977
205,17817.584
206,22082.97
207,15555.759
208,13153.418
209,15544.138
210,13301.844
211,15973.364
212,39304.145
213,35605.277
214,14846.573
215,20696.826
216,11309.876
217,23257.162
218,17312.494
219,39712.34
220,26193.049
221,19840.121
222,12694.606
223,19742.379
224,9804.02
225,13818.258
226,24480.896
227,12209.521
228,44658.3
229,29533.902
230,9022.291
231,14179.264
232,16291.895
233,17819.438
234,20798.365
235,23054.646
236,15955.294
237,23638.797
238,27259.348
239,27255.52
240,19840.121
241,26512.771
242,36223.86
243,12587.533
244,16332.946
245,11308.531
246,17312.494
247,28292.0
248,12967.2
249,31214.23
250,20696.826
251,10819.362
252,8814.638
253,17948.918
254,15792.587
255,14811.907
256,16539.686
257,11692.613
258,47462.625
259,21991.168
260,24083.951
261,41890.574
262,41172.934
263,10742.453
264,17465.48
265,10429.358
266,17671.7
267,16819.93
268,28292.0
269,14023.03
270,32104.879
271,27490.752
272,16334.527
273,29607.854
274,25473.906
275,20607.604
276,19502.504
277,14579.532
278,17448.688
279,39304.145
280,11893.279
281,35605.277
282,15000.367
283,42535.582
284,9297.9795
285,19774.318
286,26432.162
287,34048.562
288,36781.02
289,15835.843
290,33234.08
291,12615.864
292,23790.99
293,35492.066
294,21339.531
295,26767.256
296,23638.797
297,13344.184
298,22017.54
299,10455.944
300,15352.797
301,23054.646
302,8001.9614
303,14571.894
304,14071.783
305,29546.973
306,15792.587
307,35492.066
308,41890.574
309,7432.6494
310,26432.162
311,16335.691
312,23941.053
313,15591.108
314,17346.846
315,20558.744
316,10415.086
317,14284.001
318,14911.486
319,22525.533
320,12006.885
321,25532.361
322,24371.037
323,13764.547
324,14842.501
325,8437.072
326,29030.516
327,22863.082
328,42535.582
329,12414.522
330,28893.098
331,14902.433
332,15362.386
333,13382.062
334,9235.982
335,28893.098
336,20484.082
337,12252.0
338,7025.173
339,8013.1406
340,21927.479
341,15047.878
342,20183.256
343,29545.371
344,13985.871
345,15864.853
346,25768.701
347,29863.168
348,29820.826
349,12414.522
350,32343.324
351,11007.765
352,7478.8784
353,19861.674
354,11443.504
355,15307.761
356,13970.114
357,27915.291
358,38540.6
359,28893.098
360,33744.473
361,11574.197
362,17807.098
363,15940.084
364,8426.332
365,14179.264
366,11574.197
367,13153.418
368,16334.527
369,26151.137
370,19035.803
371,20623.379
372,9642.593
373,34048.562
374,9736.235
375,34106.406
376,16819.28
377,6367.449
378,13624.645
379,25010.299
380,14119.036
381,27410.049
382,15102.583
383,19743.27
384,11860.749
385,9670.737
386,12154.689
387,35034.816
388,9395.383
389,14968.413
390,32700.855
391,14698.323
392,16097.532
393,14512.226
394,31143.562
395,13310.265
396,18309.98
397,14673.907
398,20678.621
399,35492.066
400,28929.42
401,24840.938
402,8816.197
403,13737.842
404,7737.336
405,9558.168
406,8710.276
407,12006.885
408,12177.175
409,8416.318
410,14763.122
411,14107.816
412,19151.695
413,17108.25
414,14241.072
415,17807.098
416,22875.688
417,15940.084
418,20188.256
419,12154.689
420,29013.71
421,24409.902
422,8674.636
423,13809.461
424,15628.39
425,24870.383
426,13132.436
427,28192.33
428,16335.691
429,35640.48
430,30108.203
431,11956.438
432,29283.611
433,35492.066
434,13382.062
435,23000.377
436,22875.688
437,15264.8545
438,15940.084
439,29546.973
440,26352.35
441,17652.74
442,17226.135
443,18336.75
444,30455.83
445,18179.117
446,13310.265
447,20887.307
448,16335.691
449,11436.168
450,13529.738
451,21200.844
452,11956.315
453,19031.193
454,26512.771
455,7478.8784
456,16819.045
457,16751.5
458,14346.682
459,26193.049
460,32119.457
461,34617.395
462,22321.928
463,12444.388
464,33371.695
465,31214.23
466,9517.78
467,14717.871
468,24054.246
469,14812.607
470,15764.015
471,22481.416
472,24870.383
473,38540.6
474,32104.879
475,7060.647
476,27341.705
477,30108.203
478,15835.843
479,9355.336
480,34182.633
481,11574.197
482,8672.444
483,18466.873
484,28125.13
485,26165.428
486,14185.485
487,16067.773
488,12525.483
489,28030.328
490,9445.678
491,21589.947
492,29208.527
493,15718.102
494,12278.971
495,26588.176
496,12252.0
497,20353.477
498,11347.393
499,24353.453
500,20353.477
501,29491.809
502,28192.33
503,34182.633
504,17201.42
505,8914.398
506,28929.42
507,22012.21
508,8544.45
509,35492.066
510,16335.691
511,44658.3
512,14776.223
513,29545.371
514,24447.906
515,18407.824
516,12444.388
517,16291.895
518,16376.613
519,14944.025
520,11007.765
521,17469.352
522,35605.277
523,13680.47
524,11315.385
525,20887.307
526,28893.098
527,24101.49
528,9642.593
529,33218.035
530,27341.705
531,27081.43
532,10137.8125
533,23238.95
534,7102.1567
535,34175.684
536,9438.459
537,25768.701
538,19198.05
539,16067.773
540,30047.22
541,8693.882
542,23054.646
543,27297.922
544,26767.256
545,27581.904
546,26432.162
547,12473.419
548,9670.737
549,22159.777
550,12286.994
551,16335.691
552,19840.121
553,38884.184
554,21339.531
555,15492.193
556,43087.156
557,20406.723
558,27490.752
559,36540.035
560,18024.326
561,13546.8545
562,14179.264
563,30915.936
564,35492.066
565,13603.04
566,32553.568
567,16819.28
568,29410.277
569,38702.82
570,13481.126
571,20623.379
572,33705.78
573,15264.8545
574,28671.41
575,18122.65
576,19795.393
577,14968.413
578,21658.715
579,6164.45
580,32940.746
581,29545.371
582,19107.049
583,16332.946
584,43568.99
585,11634.541
586,13624.645
587,8013.1406
588,7217.0435
589,18559.88
590,15264.8545
591,19632.33
592,6654.9736
593,20405.309
594,41523.008
595,25300.168
596,26948.336
597,7208.951
598,32553.568
599,14179.264
600,21136.17
601,13582.748
602,8098.2046
603,35640.48
604,38814.457
605,30108.203
606,18621.736
607,19015.746
608,17577.387
609,20858.38
610,16096.643
611,19574.904
612,31243.934
613,13552.079
614,28125.13
615,10179.125
616,6832.7173
617,27043.19
618,7175.3
619,20584.691
620,15641.08
621,11563.846
622,29545.371
623,30570.918
624,9532.844
625,16819.28
626,39809.9
627,22017.54
628,17696.635
629,15591.108
630,13529.738
631,9444.902
632,13046.858
633,19574.904
634,14911.486
635,17670.797
636,26432.162
637,14608.769
638,16449.72
639,22017.54
640,15154.638
641,7964.4204
642,16097.532
643,10832.485
644,25768.701
645,11485.116
646,39828.207
647,24447.906
648,23919.725
649,11139.742
650,10602.646
651,20015.262
652,42535.582
653,30377.398
654,9356.944
655,16915.186
656,13217.296
657,17683.822
658,26948.336
659,31607.701
660,27100.582
661,16690.637
662,34182.633
663,29340.23
664,8741.695
665,10450.146
666,13599.644
667,44658.3
668,17683.822
669,29076.43
670,9445.678
671,19885.896
672,23234.133
673,23941.053
674,11482.877
675,13440.512
676,14233.415
677,17900.58
678,12587.533
679,15362.386
680,29829.174
681,24371.037
682,29852.477
683,26235.479
684,16067.773
685,17226.135
686,24840.938
687,15346.046
688,17683.822
689,28853.11
690,20505.525
691,26151.137
692,26948.336
693,9430.067
694,26235.479
695,20607.604
696,14192.351
697,13316.769
698,16905.936
699,7060.647
700,13818.258
701,12967.2
702,27938.52
703,7770.508
704,30975.889
705,22698.217
706,19930.377
707,12523.458
708,12444.388
709,29545.371
710,23864.29
711,17582.05
712,37124.3
713,22875.688
714,35254.7
715,8210.582
716,16291.895
717,20015.262
718,26432.162
719,24353.453
720,12130.075
721,13680.47
722,29410.277
723,29545.371
724,17166.043
725,9674.712
726,20515.748
727,15526.877
728,32104.879
729,20041.225
730,36223.86
731,14579.532
732,14189.677
733,20057.42
734,22633.172
735,19898.389
736,20050.44
737,14520.624
738,17459.596
739,31607.701
740,6033.1187
741,7092.8066
742,9176.471
743,19898.389
744,23960.824
745,13402.684
746,27100.582
747,38675.004
748,13390.223
749,32672.18
750,17346.846
751,13382.062
752,39521.17
753,32520.521
754,32553.568
755,13603.04
756,11968.712
757,16067.773
758,23257.162
759,13624.645
760,28659.805
761,32553.568
762,18777.953
763,27100.582
764,28139.82
765,27259.348
766,16539.686
767,15390.295
768,28407.26
769,18988.256
770,35640.48
771,18548.732
772,18705.697
773,20607.604
774,29208.527
775,32553.568
776,15989.244
777,15421.479
778,23864.29
779,17683.822
780,30806.861
781,17842.293
782,32104.879
783,9130.866
784,29545.371
785,12473.419
786,11120.549
787,38540.6
788,17683.822
789,23518.283
790,16819.28
791,15591.108
792,39828.207
793,31214.23
794,27953.438
795,35492.066
796,21055.17
797,35640.48
798,23692.1
799,13552.079
800,32664.562
801,14903.658
802,22633.172
803,14179.264
804,16427.19
805,15040.037
806,28030.328
807,16371.201
808,13082.925
809,10168.385
810,14888.718
811,26985.838
812,14185.485
813,8101.4097
814,16335.691
815,26842.361
816,35605.277
817,10601.966
818,16842.516
819,23868.357
820,16376.613
821,16160.306
822,14152.364
823,9369.731
824,18890.834
825,18964.104
826,14265.824
827,28139.82
828,29545.371
829,17060.748
830,18637.47
831,16819.28
832,15940.084
833,7808.289
834,18411.71
835,16819.28
836,19791.135
837,38814.457
838,15342.472
839,43990.83
840,7432.6494
841,25300.168
842,23941.053
843,13836.647
844,16918.312
845,29139.77
846,12301.076
847,21023.871
848,21658.715
849,27392.227
850,7913.894
851,7934.421
852,26432.162
853,14788.709
854,24692.043
855,21541.072
856,26948.336
857,17817.584
858,20770.303
859,15792.587
860,25881.646
861,21136.17
862,20515.748
863,23054.646
864,10884.322
865,39505.832
866,24353.453
867,9156.146
868,14664.741
869,13322.402
870,27295.236
871,25659.133
872,17670.797
873,33694.28
874,43210.742
875,17696.05
876,18559.88
877,29863.168
878,14788.709
879,20556.342
880,30132.922
881,33779.03
882,34182.633
883,17670.797
884,9571.664
885,22186.97
886,15362.386
887,14571.894
888,16819.045
889,12473.419
890,30047.22
891,22631.328
892,41172.934
893,23400.05
894,15963.403
895,24132.428
896,6864.587
897,15859.801
898,29139.77
899,13402.078
900,14812.607
901,28659.805
902,32520.521
903,13621.0625
904,39304.145
905,16539.686
906,26432.162
907,17312.494
908,43210.742
909,29820.826
910,14840.499
911,23929.28
912,16539.686
913,10389.446
914,32553.568
915,41172.934
916,29545.371
917,22673.197
918,17498.408
919,14944.209
920,9634.196
921,32553.568
922,32553.568
923,11256.269
924,26489.973
925,14512.226
926,35055.453
927,26432.162
928,11570.596
929,15047.878
930,33779.03
931,19286.83
932,10819.177
933,19632.33
934,17166.043
935,38814.457
936,29545.371
937,13434.147
938,32450.541
939,29533.902
940,38540.6
941,17470.594
942,26586.236
943,13343.544
944,15792.587
945,35492.066
946,11785.116
947,30108.203
948,14911.486
949,10993.246
950,24692.043
951,9733.224
952,18300.938
953,14241.072
954,41855.723
955,21760.836
956,17683.822
957,28893.098
958,6780.568
959,14482.876
960,39712.16
961,17819.438
962,41855.723
963,20057.42
964,28125.13
965,15259.828
966,14619.919
967,27894.977
968,32672.18
969,25571.805
970,14911.486
971,42922.484
972,31576.688
973,30108.203
974,34682.23
975,20558.744
976,17652.74
977,18024.326
978,15154.638
979,33234.08
980,28786.387
981,6480.4565
982,15264.8545
983,25010.299
984,16539.686
985,14023.727
986,11309.876
987,23960.824
988,25571.805
989,21569.36
990,37814.766
991,16067.773
992,40582.29
993,28893.098
994,20484.082
995,9341.431
996,13474.818
997,19840.121
998,34002.98
999,32119.457
1000,16905.936
1001,14023.03
1002,14145.635
1003,16335.691
1004,8541.912
1005,23851.236
1006,13836.647
1007,7125.1616
1008,15817.8
1009,16335.691
1010,42535.582
1011,38814.457
1012,17444.467
1013,14748.6455
1014,32754.727
1015,17008.959
1016,13922.652
1017,42396.11
1018,14422.966
1019,12002.027
1020,22106.492
1021,41523.008
1022,30455.83
1023,28929.42
1024,17459.596
1025,12587.533
1026,37700.363
1027,32553.568
1028,32743.049
1029,15406.747
1030,8362.888
1031,16376.613
1032,18777.953
1033,21541.072
1034,17819.438
1035,26432.162
1036,19867.252
1037,35640.48
1038,29545.371
1039,20072.168
1040,16050.456
1041,12022.497
1042,24409.902
1043,12469.195
1044,30380.967
1045,13585.689
1046,13237.511
1047,14189.677
1048,7392.8516
1049,35640.48
1050,6710.305
1051,9436.049
1052,34657.05
1053,10819.177
1054,20934.068
1055,19035.803
1056,37814.766
